,country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
185220,Syrian Arab Republic,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",5457.0,,conventional_crude_oil
185221,Syrian Arab Republic,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",8253.0,,conventional_crude_oil
185222,Syrian Arab Republic,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",11628.0,,conventional_crude_oil
185223,Syrian Arab Republic,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",11865.0,,conventional_crude_oil
185224,Syrian Arab Republic,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",11681.0,,conventional_crude_oil
185225,Syrian Arab Republic,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",12046.0,,conventional_crude_oil
185226,Syrian Arab Republic,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",11839.0,,conventional_crude_oil
185227,Syrian Arab Republic,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",12502.0,,conventional_crude_oil
185228,Syrian Arab Republic,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",12042.0,,conventional_crude_oil
185229,Syrian Arab Republic,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",11972.0,,conventional_crude_oil
185230,Syrian Arab Republic,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",14056.0,,conventional_crude_oil
185231,Syrian Arab Republic,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",9078.0,,conventional_crude_oil
185232,Syrian Arab Republic,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",12959.0,,conventional_crude_oil
185233,Syrian Arab Republic,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",12659.0,,conventional_crude_oil
185234,Syrian Arab Republic,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",12840.0,,conventional_crude_oil
185235,Syrian Arab Republic,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",12739.0,,conventional_crude_oil
185236,Syrian Arab Republic,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",12700.0,,conventional_crude_oil
185237,Syrian Arab Republic,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",12300.0,,conventional_crude_oil
185238,Syrian Arab Republic,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",12027.0,,conventional_crude_oil
185239,Syrian Arab Republic,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",12500.0,,conventional_crude_oil
185240,Syrian Arab Republic,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",12392.0,,conventional_crude_oil
185241,Syrian Arab Republic,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",12181.0,,conventional_crude_oil
185242,Syrian Arab Republic,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",12450.0,,conventional_crude_oil
185243,Syrian Arab Republic,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",11780.0,,conventional_crude_oil
185244,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",0.0,,conventional_crude_oil
185245,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",59.676,,conventional_crude_oil
185246,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",259.606,,conventional_crude_oil
185247,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",705.1439999999999,,conventional_crude_oil
185248,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",852.998,,conventional_crude_oil
185249,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",972.5319999999999,,conventional_crude_oil
185250,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",1061.736,,conventional_crude_oil
185251,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",1050.007,,conventional_crude_oil
185252,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",1067.0,,conventional_crude_oil
185253,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",947.0,,conventional_crude_oil
185254,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",831.0,,conventional_crude_oil
185255,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",828.0,,conventional_crude_oil
185256,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",537.0,,conventional_crude_oil
185257,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",642.0,,conventional_crude_oil
185258,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",803.0,,conventional_crude_oil
185259,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",596.0,,conventional_crude_oil
185260,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",758.0,,conventional_crude_oil
185261,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",400.0,,conventional_crude_oil
185262,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",668.0,,conventional_crude_oil
185263,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",119.0,,conventional_crude_oil
185264,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",143.0,,conventional_crude_oil
185265,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",1018.0,,conventional_crude_oil
185266,T.F.Yug.Rep. Macedonia,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",1000.0,1.0,conventional_crude_oil
185267,Tajikistan,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",25.0,,conventional_crude_oil
185268,Tajikistan,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",23.0,,conventional_crude_oil
185269,Tajikistan,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",29.8,,conventional_crude_oil
185270,Tajikistan,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",28.3,,conventional_crude_oil
185271,Tajikistan,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",23.0,,conventional_crude_oil
185272,Tajikistan,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",22.2,,conventional_crude_oil
185273,Tajikistan,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",23.8,,conventional_crude_oil
185274,Tajikistan,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",23.9,,conventional_crude_oil
185275,Tajikistan,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",19.0,,conventional_crude_oil
185276,Tajikistan,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",17.0,,conventional_crude_oil
185277,Tajikistan,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",15.0,,conventional_crude_oil
185278,Tajikistan,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",13.0,,conventional_crude_oil
185279,Tajikistan,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",11.0,,conventional_crude_oil
185280,Tajikistan,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",13.0,,conventional_crude_oil
185281,Tajikistan,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",13.0,,conventional_crude_oil
185282,Tajikistan,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",13.0,,conventional_crude_oil
185283,Tajikistan,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",14.0,,conventional_crude_oil
185284,Tajikistan,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",25.0,,conventional_crude_oil
185285,Tajikistan,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",20.0,,conventional_crude_oil
185286,Tajikistan,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",24.0,,conventional_crude_oil
185287,Tajikistan,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",22.0,,conventional_crude_oil
185288,Tajikistan,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",49.0,,conventional_crude_oil
185289,Tajikistan,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",57.0,,conventional_crude_oil
185290,Thailand,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",57084.0,,conventional_crude_oil
185291,Thailand,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",52310.0,,conventional_crude_oil
185292,Thailand,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",48520.0,,conventional_crude_oil
185293,Thailand,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",46489.0,,conventional_crude_oil
185294,Thailand,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",47767.0,,conventional_crude_oil
185295,Thailand,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",47733.0,,conventional_crude_oil
185296,Thailand,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",46097.0,,conventional_crude_oil
185297,Thailand,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",45951.0,,conventional_crude_oil
185298,Thailand,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",47298.0,,conventional_crude_oil
185299,Thailand,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",45686.0,,conventional_crude_oil
185300,Thailand,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",46685.0,,conventional_crude_oil
185301,Thailand,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",42657.0,,conventional_crude_oil
185302,Thailand,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",39452.0,,conventional_crude_oil
185303,Thailand,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",37613.0,,conventional_crude_oil
185304,Thailand,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",37289.0,,conventional_crude_oil
185305,Thailand,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",37293.0,,conventional_crude_oil
185306,Thailand,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",36022.0,,conventional_crude_oil
185307,Thailand,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",37963.0,,conventional_crude_oil
185308,Thailand,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",32764.0,,conventional_crude_oil
185309,Thailand,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",24407.0,,conventional_crude_oil
185310,Thailand,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",20340.0,,conventional_crude_oil
185311,Thailand,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",17451.0,,conventional_crude_oil
185312,Thailand,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",15250.0,,conventional_crude_oil
185313,Thailand,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",12947.0,,conventional_crude_oil
185314,Thailand,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",12010.0,,conventional_crude_oil
185315,Timor-Leste,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",0.0,,conventional_crude_oil
185316,Timor-Leste,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",0.0,,conventional_crude_oil
185317,Timor-Leste,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",0.0,,conventional_crude_oil
185318,Timor-Leste,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",0.0,,conventional_crude_oil
185319,Timor-Leste,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",0.0,,conventional_crude_oil
185320,Timor-Leste,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",0.0,,conventional_crude_oil
185321,Timor-Leste,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",0.0,,conventional_crude_oil
185322,Timor-Leste,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",0.0,,conventional_crude_oil
185323,Timor-Leste,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",0.0,,conventional_crude_oil
185324,Timor-Leste,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",0.0,,conventional_crude_oil
185325,Timor-Leste,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",0.0,,conventional_crude_oil
